id,name,club_type,slug,map_image_url,distance_away,distance_away_string,address_1,address_2,city,state,zip,country_code,phone,email,status,status_code,latitude,longitude,published_time,time_zone,front_desk_email,executive_email,reporting_id,online_reservations,ideawork_id,mms_id,mms_api,mms_instance,late_cancel_fee_amount,preferred_locale,facebook_url,facebook_handle,instagram_url,instagram_handle,twitter_url,twitter_handle,no_show_late_cancel_fees,fee_configuration,crunch_o_meter,apple_watch_connected,occupancy_status,ownership_group_id,ownership_group_name
324,Braintree,base_club,braintree,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-95d0f918e9980f2bbf4e.png,6730,6730 miles away,294 Grove Street,,Braintree,MA,02184,US,781.818.4171,manager@crunchbraintree.com,open,2,42.19124,-70.98731,2019-01-08T17:53:04Z,Eastern Time (US & Canada),info@crunchbraintree.com,,6226,True,,6226,abc,,0,en,https://www.facebook.com/CrunchBraintree/,@CrunchBraintree,https://www.instagram.com/crunchbraintree,@CrunchBraintree,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
249,Hudson,base_club,hudson,https://d3gwr21bcravq3.cloudfront.net/store/club/map-22a11b8df6685f70ff5c-original.png,6733,6733 miles away,205 Washington Street,,Hudson,MA,01749,US,978.293.3633,manager@crunchhudson.com,open,2,42.380302,-71.568996,2018-01-02T14:40:16Z,Eastern Time (US & Canada),info@crunchhudson.com,,7609,True,983.0,7609,abc,,0,en,http://www.Facebook.com/CrunchHudsonMA,CrunchHudsonMA,https://www.instagram.com/crunchhudsonma,CrunchHudsonma,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
379,Brockton,base_club,brockton,https://d3gwr21bcravq3.cloudfront.net/store/club/map-a7a8df9d5f7dba5a67ea-original.png,6738,6738 miles away,85 Torrey Street,,Brockton,MA,02301,US,508.203.1884,info@crunchbrockton.com,open,2,42.07459,-71.0437,2020-03-11T13:43:19Z,Eastern Time (US & Canada),info@crunchbrockton.com,,3681,True,,3681,abc,moso_corporate,0,en,https://www.facebook.com/CrunchBrockton,CrunchBrockton,https://www.instagram.com/crunchbrockton/,@crunchbrockton,https://www.twitter.com/crunchgym,crunchgym,False,a,True,False,unknown,64,"Preston Essex Fitness, LLC (Peter Jung/Robert So)"
129,Silverdale,base_club,silverdale,https://d3gwr21bcravq3.cloudfront.net/store/club/map-6a7ad580c7a99a67ddfc-original.png,6743,6743 miles away,9577 Ridgetop Blvd NW,,Silverdale,WA,98383,US,360.698.6000,info@crunchsilverdale.com,open,2,47.65706,-122.67832,2017-02-16T20:28:17Z,Pacific Time (US & Canada),info@crunchsilverdale.com,,5923,True,728.0,5923,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchSilverdale,CrunchSilverdale,https://www.instagram.com/crunchsilverdale/,@CrunchSilverdale,https://twitter.com/CrunchGym,@CrunchGym,False,b,True,False,unknown,37,Kahana Fitness LLC (Vittorio Favati)
245,Gold Star Blvd - Worcester,base_club,worcester,https://d3gwr21bcravq3.cloudfront.net/store/club/map-8fc83be6321e733bc33e-original.png,6745,6745 miles away,40 Millbrook Street,,Worcester,MA,01606,US,508.757.3900,manager@crunchworcester.com,open,2,42.287952,-71.802717,2018-01-02T14:39:40Z,Eastern Time (US & Canada),info@crunchworcester.com,,7635,True,972.0,7635,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchWorcester,CrunchWorcester,https://www.instagram.com/crunchworcester/,CrunchWorcester,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
368,Worcester East,base_club,worcestereast,https://d3gwr21bcravq3.cloudfront.net/store/club/map-4fd5a3c269e13ab3d517-original.png,6746,6746 miles away,877 Grafton St,,Worcester,MA,01604,US,774.312.6228,manager@crunchworcestereast.com,open,2,42.24738,-71.76093,2019-11-13T15:12:53Z,Eastern Time (US & Canada),info@crunchworcestereast.com,,6784,True,,6784,abc,moso_corporate,0,en,https://www.facebook.com/crunchworcestereast,crunchworcestereast,https://www.instagram.com/crunchworcestereast,crunchworcestereast,,,False,a,True,False,unknown,10,Fitness Holdings
492,Swansea,base_club,swansea,https://d3gwr21bcravq3.cloudfront.net/store/club/map-754d6982a3d2cafce02d-original.png,6762,6762 miles away,262 Swansea Mall Drive,,Swansea,MA,02777,US,774.955.5361,info@crunchswansea.com,open,2,41.75556,-71.21853,2022-05-06T14:44:21Z,Eastern Time (US & Canada),info@crunchswansea.com,,20087,True,,20087,abc,moso_corporate,0,en,https://www.facebook.com/CrunchSwansea/,@CrunchSwansea,https://www.instagram.com/crunchswansea,@CrunchSwansea,https://www.twitter.com/crunchgym,@CrunchGym,False,b,False,False,unknown,72,Red Brick Fitness Holdings (Marc Fantasia)
310,Schenectady,base_club,schenectady,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-d6d05368eff354649675.png,6766,6766 miles away,1400 Altamont Avenue,,Schenectady,NY,12303,US,518.250.9993,manager@crunchschenectady.com,open,2,42.785155,-73.94455,2018-10-29T16:55:02Z,Eastern Time (US & Canada),manager@crunchschenectady.com,,7302,True,-2.0,7302,abc,moso_corporate,0,en,https://www.facebook.com/CrunchSchenectady/,CrunchSchenectady,https://www.instagram.com/CrunchSchenectady,CrunchSchenectady,https://www.twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
275,Fall River,base_club,fall-river,https://d3gwr21bcravq3.cloudfront.net/store/club/map-31d0776a1bf86515f7db-original.png,6766,6766 miles away,450 William S Canning Blvd,,Fall River,MA,02721,US,508.281.1264,manager@crunchfallriver.com,open,2,41.671733,-71.161143,2018-03-22T15:50:10Z,Eastern Time (US & Canada),info@crunchfallriver.com,,8283,True,,8283,abc,,0,en,https://www.facebook.com/CrunchFallRiver,CrunchFallRiver,https://www.instagram.com/crunchfallriver/,@CrunchFallRiver,https://twitter.com/crunchgym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
705,Crossgates,base_club,crossgates,https://d3gwr21bcravq3.cloudfront.net/store/club/map-a315bafea162e6339e0c-original.png,6769,6769 miles away,1 Crossgates Mall Road,Suite A108,Albany,NY,12203,US,518.300.3110,manager@crunchcrossgates.com,coming_soon_(vfp_sales),7,42.688069,-73.849441,2025-06-25T20:31:09Z,Eastern Time (US & Canada),,,20367,True,,20367,abc,moso_corporate,0,en,https://facebook.com/crunchcrossgates,@CrunchCrossgates,,,,,False,a,False,False,unknown,10,Fitness Holdings
623,Tacoma,base_club,tacoma,https://d3gwr21bcravq3.cloudfront.net/store/club/map-cfb9dbd67385c7619b47-original.png,6772,6772 miles away,5401 6th Avenue,Suite 401,Tacoma,WA,98406,US,253.534.8196,info@crunchtacoma.com,open,2,47.25704,-122.50898,2024-09-09T14:13:47Z,Pacific Time (US & Canada),info@crunchtacoma.com,,20304,True,,20304,abc,moso_corporate,0,en,https://www.facebook.com/CrunchTacoma,@CrunchTacoma,https://www.instagram.com/CrunchTacoma,@CrunchTacoma,,,False,a,False,False,unknown,78,Cascadian Ventures LLC.
525,"Springfield, MA",base_club,springfield-ma,https://d3gwr21bcravq3.cloudfront.net/store/club/map-b3a756b39b0f1c50ecf7-original.png,6775,6775 miles away,433 N. Main Street,,East Longmeadow,MA,01028,US,413.264.5447,manager@crunchspringfieldma.com,open,2,42.08003,-72.52723,2023-01-17T14:58:17Z,Eastern Time (US & Canada),manager@crunchspringfieldma.com,,20123,True,,20123,abc,moso_corporate,0,en,https://www.facebook.com/crunchspringfieldma,@Crunchspringfieldma,https://www.instagram.com/crunchspringfieldma,@CrunchEastspringfieldma,https://www.twitter.com/crunchgym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
178,Lakewood WA,base_club,lakewood-wa,https://d3gwr21bcravq3.cloudfront.net/store/club/map-c7db9131728fcfaed26a-original.png,6778,6778 miles away,6111 Lakewood Towne Center Blvd SW,,Lakewood,WA,98499,US,253.240.3240,info@crunchlakewoodwa.com,open,2,47.16547569999999,-122.51902519999999,2017-02-17T16:48:54Z,Pacific Time (US & Canada),info@crunchlakewoodwa.com,,5955,True,843.0,5955,abc,,0,en,https://www.facebook.com/CrunchLakewoodWA,CrunchLakewoodWA,,,https://twitter.com/CrunchGym,@CrunchGym,False,b,True,False,unknown,37,Kahana Fitness LLC (Vittorio Favati)
554,Cicero,base_club,cicero,https://d3gwr21bcravq3.cloudfront.net/store/club/map-a8f0e406001fda618594-original.png,6792,6792 miles away,5863 East Circle Drive,,Cicero,NY,13039,US,315.458.7100,manager@crunchcicerony.com,open,2,43.14806,-76.116119,2023-07-31T16:53:03Z,Eastern Time (US & Canada),manager@crunchcicerony.com,,20241,True,,20241,abc,moso_corporate,0,en,https://www.facebook.com/CrunchCicero/,CrunchCicero,https://www.instagram.com/crunchcicero,@crunchcicero,,,False,a,False,False,unknown,10,Fitness Holdings
343,Dewitt,base_club,dewitt,https://d3gwr21bcravq3.cloudfront.net/store/club/map-752741c57f6bd37b95c6-original.png,6798,6798 miles away,3179 Erie Blvd East,,Syracuse,NY,13214,US,315.449.0626,manager@crunchdewitt.com,open,2,43.049598,-76.124815,2019-06-17T16:30:22Z,Eastern Time (US & Canada),info@crunchdewitt.com,,6611,True,,6611,abc,,0,en,https://www.facebook.com/CrunchDewitt,CrunchDewitt,https://www.instagram.com/Crunch.Dewitt,Crunch.Dewitt,https://www.twitter.com/CrunchGym,CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
555,Fairmount,base_club,fairmount,https://d3gwr21bcravq3.cloudfront.net/store/club/map-749bd4ef4cbc64a849fb-original.png,6801,6801 miles away,3440 West Genesee St,,Syracuse,NY,13219,US,315.484.1000,manager@crunchfairmountny.com,open,2,43.049795,-76.231641,2023-07-25T17:58:21Z,Eastern Time (US & Canada),info@crunchfairmountny.com,,20242,True,,20242,abc,moso_corporate,0,en,https://www.facebook.com/CrunchFairmount/,CrunchFairmount,https://www.instagram.com/crunchfairmount/,@crunchfairmount,,,False,a,False,False,unknown,10,Fitness Holdings
109,Poughkeepsie,base_club,poughkeepsie,https://d3gwr21bcravq3.cloudfront.net/store/club/map-4db21a46d5015dcac6df-original.png,6835,6835 miles away,2 Neptune Rd,,Poughkeepsie,NY,12601,US,845.462.2200,manager@crunchpoughkeepsie.com,open,2,41.64372,-73.92484,2016-12-23T18:44:38Z,Eastern Time (US & Canada),manager@crunchpoughkeepsie.com,,7615,True,332.0,7615,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchPoughkeepsie,CrunchPoughkeepsie,https://www.instagram.com/crunchpoughkeepsie/,@CrunchPoughkeepsie,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
539,Ithaca,base_club,ithaca,https://d3gwr21bcravq3.cloudfront.net/store/club/map-ebc3efb095a8dd43164e-original.png,6846,6846 miles away,131 Fairgrounds Memorial Pkwy,,Ithaca,NY,14850,US,607.645.4120,manager@crunchithaca.com,open,2,42.42932,-76.51309,2023-04-11T18:45:08Z,Eastern Time (US & Canada),info@crunchithaca.com,,20135,True,,20135,abc,moso_corporate,0,en,https://www.facebook.com/crunchIthaca,@CrunchIthaca,https://instagram.com/CrunchIthaca,@CrunchIthaca,https://twitter.com/crunchgym,@CrunchGym,False,a,False,False,unknown,10,Fitness Holdings
507,Fargo,base_club,fargo,https://d3gwr21bcravq3.cloudfront.net/store/club/map-c02c0f748002ca07e3f5-original.png,6847,6847 miles away,4603 13th Ave S,,Fargo,ND,58102,US,701.997.6299,info@crunchfargo.com,open,2,46.8632,-96.86382,2022-08-05T14:11:49Z,Central Time (US & Canada),info@crunchfargo.com,,20101,True,,20101,abc,moso_corporate,0,en,https://www.facebook.com/CrunchFargo/,CrunchFargo,https://instagram.com/crunchfargo,@crunchfargo,https://twitter.com/crunchgym,@CrunchGym,False,b,True,False,unknown,42,Fitness Ventures LLC (Brian Hibbard)
201,Niagara Falls,base_club,niagara-falls,https://d3gwr21bcravq3.cloudfront.net/store/club/map-2eec0704947fac52ddbf-original.png,6855,6855 miles away,2429 Military Rd,,Niagara Falls,NY,14304,US,716.297.5107,manager@crunchniagara.com,open,2,43.102922,-78.97741,2017-04-19T18:10:57Z,Eastern Time (US & Canada),info@crunchniagara.com,,652,True,881.0,652,moso,moso_corporate,100,en,https://www.facebook.com/CrunchNiagaraFalls/,CrunchNiagaraFalls,https://www.instagram.com/crunchniagarafalls,@CrunchNiagaraFalls,https://twitter.com/CrunchGym,@CrunchGym,True,,True,False,unknown,24,"Crunch, LLC (Corporate Base)"
94,Norwalk,base_club,norwalk,https://d3gwr21bcravq3.cloudfront.net/store/club/map-f52042e27ee6b7a8c60a-original.png,6858,6858 miles away,770 Connecticut Ave,,Norwalk,CT,06854,US,203.939.1623,manager@crunchnorwalk.com,open,2,41.09362,-73.4524,2016-12-23T18:43:54Z,Eastern Time (US & Canada),nwkclassreservations@gmail.com,,7271,True,68.0,7271,abc,,0,en,http://www.Facebook.com/CrunchNorwalk,CrunchNorwalk,https://www.instagram.com/crunchfitnessnorwalk/,@CrunchFitnessNorwalk,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
270,Middletown,base_club,middletown,https://d3gwr21bcravq3.cloudfront.net/store/club/map-0842c63c4624e20db1bb-original.png,6858,6858 miles away,109 Dunning Road,,Middletown,NY,10940,US,845.243.6969,manager@crunchmiddletown.com,open,2,41.451007,-74.382012,2018-03-02T17:20:37Z,Eastern Time (US & Canada),manager@crunchmiddletown.com,,5956,True,,5956,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchMiddletown,CrunchMiddletown,https://www.instagram.com/crunchmiddletown,@CrunchMiddletown,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
199,Tonawanda,base_club,tonawanda,https://d3gwr21bcravq3.cloudfront.net/store/club/map-8e8eff8f2380c1669188-original.png,6859,6859 miles away,1000 Young Street,,Tonawanda,NY,14150,US,716.693.4141,manager@crunchtonawanda.com,open,2,42.999685,-78.858966,2017-04-19T18:06:27Z,Eastern Time (US & Canada),info@crunchtonawanda.com,,651,True,875.0,651,moso,moso_corporate,100,en,https://www.facebook.com/CrunchTonawanda,CrunchTonawanda,https://www.instagram.com/crunchtonawanda,@CrunchTonawanda,https://twitter.com/CrunchGym,@CrunchGym,True,,True,False,unknown,24,"Crunch, LLC (Corporate Base)"
3,Amherst,base_club,amherst,https://d3gwr21bcravq3.cloudfront.net/store/club/map-022caf5639b7ca4f5a8d-original.png,6859,6859 miles away,3366 Sheridan Dr,,Amherst,NY,14226,US,716.836.3200,manager@crunchamherst.com,open,2,42.98011,-78.80933,2016-12-23T18:39:43Z,Eastern Time (US & Canada),CrunchAmherstFrontDesk@gmail.com,,7634,True,231.0,7634,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchAmherst,CrunchAmherst,https://www.instagram.com/crunchamherst/,@CrunchAmherst,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,14,Fit 716 LLC (Joe Gross)
203,Cheektowaga,base_club,cheektowaga,https://d3gwr21bcravq3.cloudfront.net/store/club/map-1f902f760f1598923434-original.png,6862,6862 miles away,540 Dick Road,,Cheektowaga,NY,14043,US,716.681.7535,manager@crunchcheektowaga.com,open,2,42.916214,-78.737339,2017-04-19T15:50:45Z,Eastern Time (US & Canada),info@crunchcheektowaga.com,,650,True,877.0,650,moso,moso_corporate,100,en,https://www.facebook.com/CrunchCheektowaga/,CrunchCheektowaga,https://www.instagram.com/crunchcheektowaga,@CrunchCheektowaga,https://twitter.com/CrunchGym,@CrunchGym,True,,True,False,unknown,24,"Crunch, LLC (Corporate Base)"
315,Lake Grove,base_club,lake-grove,https://d3gwr21bcravq3.cloudfront.net/cache/club/map-4f99177d99f5d00a2c8d.png,6864,6864 miles away,3174 Middle Country Road,,Lake Grove,NY,11755,US,631.246.4562,info@crunchlakegrove.com,open,2,40.861644,-73.124116,2018-11-26T16:55:30Z,Eastern Time (US & Canada),crunchlakegrovefd@gmail.com,,6265,True,,6265,abc,moso_corporate,0,en,https://www.facebook.com/CrunchLakeGrove,CrunchLakeGrove,https://www.instagram.com/Crunch_LakeGrove,Crunch_LakeGrove,,,False,b,True,False,unknown,22,Team Rock Fitness LLC (Rocco Balzano)
553,New City,base_club,new-city,https://d3gwr21bcravq3.cloudfront.net/store/club/map-d2b3e06fa4af0b35bd33-original.png,6867,6867 miles away,180 North Main Street,,New City,NY,10956,US,845.999.3312,manager@crunchnewcity.com,open,2,41.15439,-73.9873,2023-07-10T15:23:46Z,Eastern Time (US & Canada),manager@crunchnewcity.com,,20237,True,,20237,abc,moso_corporate,0,en,https://www.facebook.com/CrunchNewCity/,CrunchNewCity,https://www.instagram.com/crunchnewcity,@crunchnewcity,,,False,a,False,False,unknown,10,Fitness Holdings
384,Hauppauge,base_club,hauppauge,https://d3gwr21bcravq3.cloudfront.net/store/club/map-7ee33010858a80eb9728-original.png,6868,6868 miles away,1225 Veterans Memorial Highway,,Hauppauge,NY,11788,US,631.406.6159,Manager@crunchhauppauge.com,open,2,40.81636,-73.19357,2020-03-06T15:28:05Z,Eastern Time (US & Canada),manager@crunchhauppauge.com,,3472,True,,3472,abc,moso_corporate,0,en,https://www.facebook.com/CrunchHauppauge/,CrunchHauppauge,https://www.instagram.com/Crunch.Hauppauge/,Crunch.Hauppauge,https://www.twitter.com/CrunchGym,CrunchGym,False,b,True,False,unknown,15,Fitness Management Enterprises (Lew Breslau)
200,Hamburg,base_club,hamburg,https://d3gwr21bcravq3.cloudfront.net/store/club/map-a105686047c1f151a16a-original.png,6875,6875 miles away,4950 Camp Rd,,Hamburg,NY,14075,US,716.646.4141,manager@crunchhamburg.com,open,2,42.752305,-78.858723,2017-04-19T18:04:42Z,Eastern Time (US & Canada),info@crunchhamburg.com,,654,True,873.0,654,moso,moso_corporate,100,en,https://www.facebook.com/CrunchHamburg,CrunchHamburg,https://www.instagram.com/crunchhamburg,@CrunchHamburg,https://twitter.com/CrunchGym,@CrunchGym,True,,True,False,unknown,24,"Crunch, LLC (Corporate Base)"
157,West Babylon,base_club,west-babylon,https://d3gwr21bcravq3.cloudfront.net/store/club/map-1221ee14acd3ca7d1105-original.png,6879,6879 miles away,369 Little East Neck Rd,,West Babylon,NY,11704,US,631.620.3990,manager@crunchwestbabylon.com,open,2,40.70248,-73.34205,2016-12-23T18:46:45Z,Eastern Time (US & Canada),manager@crunchwestbabylon.com,,7288,True,270.0,7288,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchWestBabylon,CrunchWestBabylon,https://www.instagram.com/crunch_westbabylon/,@Crunch_WestBabylon,https://twitter.com/CrunchGym,@CrunchGym,False,b,True,False,unknown,15,Fitness Management Enterprises (Lew Breslau)
183,Vancouver Plaza,base_club,vancouver-plaza,https://d3gwr21bcravq3.cloudfront.net/store/club/map-e7a7e8409c3aedf21073-original.png,6879,6879 miles away,7701 NE Vancouver Plaza,,Vancouver,WA,98662,US,503.227.8624,VancouverPlaza@CrunchOR-WA.com,open,2,45.648807,-122.595595,2017-03-17T02:20:57Z,Pacific Time (US & Canada),crunchvp@gmail.com,,6208,True,864.0,6208,abc,moso_corporate,0,en,https://www.facebook.com/CrunchVancouverPlaza,@CrunchVancouverPlaza,,,https://twitter.com/CrunchGym,@CrunchGym,False,b,False,False,unknown,28,Fratresin VitamFitness LLC (Damion Clanton)
102,Paramus,base_club,paramus,https://d3gwr21bcravq3.cloudfront.net/store/club/map-750aee71e6fb0514f387-original.png,6881,6881 miles away,600 Winters Ave,,Paramus,NJ,07652,US,201.634.0400,manager@crunchparamus.com,open,2,40.9619,-74.07132,2016-12-23T18:44:17Z,Eastern Time (US & Canada),info@crunchparamus.com,,8066,True,82.0,8066,abc,moso_corporate,0,en,https://www.Facebook.com/CrunchParamus,CrunchParamus,https://www.instagram.com/crunch_paramus/,@Crunch_Paramus,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,10,Fitness Holdings
212,Midland Park,select_club,midland-park,https://d3gwr21bcravq3.cloudfront.net/store/club/map-4df9a25c5f29c8b7b9ca-original.png,6881,6881 miles away,85 Godwin Ave,,Midland Park,NJ,07432,US,201.444.4041,manager@crunchmidlandpark.com,open,2,40.984447,-74.139272,2017-08-16T19:45:52Z,Eastern Time (US & Canada),Crunchmidlandpark1@gmail.com,,8210,True,,8210,abc,moso_corporate,0,en,https://www.facebook.com/CrunchMidlandPark,MidlandPark,,,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,82,Big Bear Investments (Greg Fuchs)
95,Norwood,base_club,norwood,https://d3gwr21bcravq3.cloudfront.net/store/club/map-397b6a0685df5095bd67-original.png,6881,6881 miles away,3170 Webster Ave,,Bronx,NY,10467,US,718.515.0110,manager@crunchnorwood.com,open,2,40.87281,-73.87463,2016-12-23T18:43:56Z,Eastern Time (US & Canada),frontdesk@crunchnorwood.com,,7277,False,272.0,7277,abc,moso_corporate,0,en,http://www.Facebook.com/CrunchNorwood,CrunchNorwood,https://www.instagram.com/crunchnorwood/,@CrunchNorwood,https://twitter.com/CrunchGym,@CrunchGym,False,a,True,False,unknown,18,Primetime Fitness (Hourani/Wiese)
